ireland_abortion;;;;;;;
;title;date;member_gender;member_name;party_name;speech;speechID
2233;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;F;Mrs. Monica Barnes;Fine Gael;That is what we got in 1983. There is a nexus in the judgment of Mr. Justice Geoghegan in the C case between a self destruction element, which derives from the X case, and the right to travel. If that nexus is broken we could have another case identical to the C case.;3253740
2234;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;M;Mr. Micheál Martin;Fianna Fáil;The Deputy knows the C case is covered. That was dealt with on Committee Stage.;3253741
2235;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;F;Ms. Frances Fitzgerald;Fine Gael;No. There is a nexus.;3253742
2236;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;F;Mrs. Nora Owen;Fine Gael;That is not funny.;3253743
2237;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;M;Mr. Micheál Martin;Fianna Fáil;It is covered in section 4.;3253744
2238;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;M;Mr. Gay Mitchell;Fine Gael;On a point of order, will the Minister tell the House if he is accepting any amendments, before we take the vote?;3253745
2239;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;M;Mr. Billy Godfrey Timmins;Fine Gael;On a point of order, I want to give the lie to one theory. The Minister and many Government spokespersons have stated that adequate time has been given to this Bill. For personal reasons I was not here for the first two weeks and could not contribute to the debate on Second Stage. I could not contribute to Report Stage today, either, although I genuinely wanted to.;3253746
2240;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;M;Mr. Gay Mitchell;Fine Gael;Is the Minister accepting my amendments?;3253747
2241;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;M;Mr. Micheál Martin;Fianna Fáil;As regards the amendments moved since the debate commenced, I brought forward my own amendment refining the definition of 'medical practitioner'. The omission of the word 'council' from a range of actions which will constitute a breach of the envisaged legislation was also accepted on Committee Stage. I also tabled an amendment adding a requirement that in order for a ministerial order to be made, it must first be the subject of a positive resolution. Acting Chairman: I am sorry, Minister, but we do not want explanations.;3253748
2242;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;M;Mr. Alan Dukes;Fine Gael;I have spoken through the Chair. What I said was that there is no point in the Minister shaking his head at me. The Chair has almost put me off my train of thought. [1231]Acting Chairman: That would be very difficult to do.;3253749
2243;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;M;Mr. Micheál Martin;Fianna Fáil;I am out of order, I apologise.;3253750
2244;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;M;Mr. Alan Dukes;Fine Gael;The fact is that both the Minister and the Minister of State know that what I am saying is true because there—;3253751
